Report generated on: 09-05-2022 12:09:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"INTL.66-13-DEU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","28","23","30","28","28","25","27","27","28","30","32","34","38","40","37","37","45","45","41","41","41","38","34","32.9745205479452",""
"","Germany, East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DDR-TBPD.A","        Refined petroleum products (Mb/d)","0","0","0","0","12","11","9.1","11","11","11","5.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-DDR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","5.1","3.8","3.7","3.8","4.4","4.1","0.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-DDR-TBPD.A","            Residual fuel oil (Mb/d)","0","0","0","0","6.4","6.8","5.4","6.9","7","7.2","4.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"","Germany, West","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DEUW-TBPD.A","        Refined petroleum products (Mb/d)","80","58","52","48","43","55","75","55","43","37","41","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-DEUW-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","12","15","15","12","9","8.9","11","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-DEUW-TBPD.A","            Residual fuel oil (Mb/d)","44","47","40","37","31","40","60","43","34","28","30","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"","Ghana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GHA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.9","1","0.9","0.8","0.9","0.9","0.8","0.5","0.5","1.1","1.1","0.5","1.2","1.1","0","0","0","2","2.4","2","3.4","2.5","3.9","4.3","4.4","5.6","6.5","6.3","2.67183561643836",""
"INTL.65-13-GHA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.9","1","0.9","0.8","0.9","0.9","0.8","0.5","0.5","1.1","1.1","0.5","1.2","1.1","0","0","0","2","2.4","2","3.4","0.9","1.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GHA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Gibraltar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GIB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","7","6.7","8.6","8.2","8.4","8.6","16","16","16","16","16","16","18","16","40","19","20","21","21","22","23","23","24","24","47","50","51","73","54.26556164383563",""
"INTL.65-13-GIB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.9","1","1.3","1.3","1.3","1.4","2.2","2.3","2.1","2.2","2.2","2.1","2.3","2.2","4","2.6","2.6","2.8","2.9","2.8","3","3","3.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GIB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","6.1","5.7","7.3","6.9","7","7.2","14","14","14","14","14","14","16","14","35","17","17","18","19","19","20","20","21","21","41","43","44","64","47.5323287671233",""
"","Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GRC-TBPD.A","        Refined petroleum products (Mb/d)","30","36","16","16","15","21","32","34","39","36","48","43","48","59","62","67","59","59","66","58","67","65","59","60","60","53","58","58","57","40","49","48","42","38","35.05934246575343",""
"INTL.65-13-GRC-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","5.1","7.4","8.1","8.2","8.9","8.1","11","11","15","16","17","21","17","17","16","15","16","13","12","11","11","8.4","8.7","8.5","7.4","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GRC-TBPD.A","            Residual fuel oil (Mb/d)","12","14","11","10","10","14","24","26","30","28","37","32","33","43","45","47","42","43","49","43","51","52","46","49","50","45","49","49","50","33","42","42","37","33","29.2282191780822",""
"","Greenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GRL-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.4","0.5","0.3","1.8","1.8","1.8","0.8","0.81386301369863",""
"INTL.65-13-GRL-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GRL-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.200712328767123",""
"","Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GRD-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.01824","0.02438","0.02431","0.02438","0.02438","0.02438","0","0.04876","0.04876","0.04876","0.04863","0.04876","0.04876","0.0487671232876712","0.0486338797814208","0.0487671232876712","0.0487671232876712","0.0731506849315069","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.0869041095890411","0.0869041095890411",""
"INTL.65-13-GRD-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0.02438","0.02431","0.02438","0.02438","0.02438","0","0.04876","0.04876","0.04876","0.04863","0.04876","0.04876","0.0487671232876712","0.0486338797814208","0.0487671232876712","0.0487671232876712","0.0731506849315069","0.2","0.2","0.2","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GRD-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.01824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Guadeloupe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GLP-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.09753","0.09753","0.09726","0.09753","2","2.1","1.7","1.6","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.9","2.2","2","2.3","2.4","2.4","3","3","3","3","2.8","2.80265753424657",""
"INTL.65-13-GLP-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.09753","0.09753","0.09726","0.09753","2","2.1","1.7","1.6","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.9","2.2","2","2.3","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GLP-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Guam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GUM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","1","0.5","0.5","1.4","2.1","2.1","2","2.1","2.1","2.1","2","2","2","2","2","2","2.1","2.1","2.1","2.1","2.1","2.1","0","0","0","0","0","0","0",""
"INTL.65-13-GUM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1","0.5","0.5","1.4","1.4","1.4","1.2","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.4","1.4","1.4","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GUM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.00821","0","0","0","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0","0","0","0","0","0","0",""
"","Guatemala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GTM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","2.4","2.7","2.5","2.8","2.9","3","2.4","2.5","2.5","2.5","0","2.5","2.5","2.5","2.4","2.5","2.5","2.5","3.4","2.5","3.3","3","3","3","7.1","7.2","7","7.3","7.07964383561644",""
"INTL.65-13-GTM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","2.4","2.7","2.5","2.8","2.9","3","2.4","2.5","2.5","2.5","0","2.5","2.5","2.5","2.4","2.5","2.5","2.5","3.4","2.5","3.3","2.5","2.5","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GTM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GIN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.5","0.3","0.6","0.6","0.6","0.6","0.6","0.5","0.543150684931507",""
"INTL.65-13-GIN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.5","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GIN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Guinea-Bissau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GNB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.238986301369863",""
"INTL.65-13-GNB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.1","0.2","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GNB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Guyana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GUY-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.1","0.1","0.1","0.1","0.1","0.1","0.05459","0.3","0.3","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.217260273972603",""
"INTL.65-13-GUY-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.0869","0.0869","0.08666","0.0869","0.0869","0.0869","0","0.2","0.2","0","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GUY-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.05473","0.05473","0.05459","0.05473","0.05473","0.05473","0.05459","0.05473","0.05473","0","0.03639","0.03649","0.03649","0.0364931506849315","0.0363934426229508","0.0364931506849315","0.0364931506849315","0.0364931506849315","0.0363934426229508","0.0547397260273973","0","0","0","0","0","0","0","0","0",""
"","Haiti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-HTI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.1","0.2","0.2","0.3","0.3","0.3","0","0","0","0","0.5","0.5","0.5","0.4","0.5","0.4","0.4","0.4","0.4","1.9","1.93361643835616",""
"INTL.65-13-HTI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.1","0.2","0.2","0.3","0.3","0.3","0","0","0","0","0.5","0.5","0.5","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-HTI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Hawaiian Trade Zone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-HITZ-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","26","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-HITZ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","21","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-HITZ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"","Honduras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-HND-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0.7","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.6","0.6","0.5","1","1.1","1","0.5","1","0.9","1.45564383561644",""
"INTL.65-13-HND-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.6","0.6","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-HND-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0.7","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0182465753424658","0.0182465753424658","0.0182465753424658","0.0182465753424658","0",""
"","Hong Kong","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
