Report generated on: 09-05-2022 12:09:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"INTL.65-13-KEN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","6.1","2.1","0.3","0.6","0.3","0.2","0.5","0.4","0.2","0.08175","0.1","0.6","0.1","0.1","0.1","0.1","0.1","0.0408767123287671","0.3","0.6","0.4","0.4","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-KEN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","3","2.5","1.6","2.4","2.7","2.2","2.3","2.7","2.3","0.9","0.9","3.5","1.2","1.4","1.4","1.4","1.4","0.2","0.4","0.4","0.5","0.5","0.01824657534","0.5","0.0912328767123288","0.4","0.2","0.6","0.693369863013699",""
"","Kiribati","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-KIR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0243169398907104","0.0461095890410959","0.0461095890410959","0.04610958904","0.04610958904","0.0461095890410959","0.0461095890410959","0.0461095890410959","0.0461095890410959","0.0869041095890411","0.0869041095890411",""
"INTL.65-13-KIR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0243169398907104","0.0461095890410959","0.0461095890410959","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-KIR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-XKS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.3","0.3","0.3","0.0434520547945205",""
"INTL.65-13-XKS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA",""
"INTL.66-13-XKS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0",""
"","Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-KWT-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","25","24","25","26","20","2.7","4.8","14","10","11","12","13","16","16","12","9.7","10","10","27","17","24","22","34","24","25","35","37","37","36.5249315068493",""
"INTL.65-13-KWT-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","10","10","11","12","7.3","2.4","0.2","6.9","7.6","8.6","8.8","9.8","6.9","7.1","3","2.6","2.5","2.7","19","9.7","14","1","2.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-KWT-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","14","14","15","15","13","0.4","4.5","7.3","2.6","2.7","2.7","2.7","8.9","9.2","8.5","7.1","7.6","7.8","8","7.3","9.5","8.3","17","6.4","9","18","18","19","18.9764383561644",""
"","Kyrgyzstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-KGZ-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6","11","5.8","1.1","1.1","1","0.0869041095890411",""
"INTL.65-13-KGZ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-KGZ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Laos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LAO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.238986301369863",""
"INTL.65-13-LAO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LAO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Latvia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LVA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","3.8","3.7","3.6","4.9","5.9","5.2","5.1","6","7.4","7.3","6.6","7.2","7.2","6.76038356164383",""
"INTL.65-13-LVA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","2","1.5","1.5","2.5","2.7","2.7","1.2","0.9","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LVA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","1.8","2.2","2.1","2.4","3.2","2.5","2.2","3","4","3.4","2.6","2.9","3","3.04717808219178",""
"","Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LBN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.4","3.6","2.4","2.1","1.7","1.5","0.2","0.7","3","3.6","3.7","3.8","7.9","7.9","0","0","0.3","3","3","3","2.5","3.2","4","4.2","5.3","5.4","5","6.1","5.540904109589038",""
"INTL.65-13-LBN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","3","2","2","1.5","1.3","0","0.7","3","3.6","3.7","3.8","7.9","7.9","0","0","0","2.7","2.8","2.8","2.2","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LBN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.4","0.5","0.5","0.2","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.5","0.5","0.5","0.5","0.565643835616438",""
"","Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LSO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-LSO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LSO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Liberia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LBR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.2","1.3","1.2","1.1","0.5","0.3","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.6","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.416301369863014",""
"INTL.65-13-LBR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","0.3","0.3","0.3","0.2","0.1","0.04076","0.1","0.1","0.1","0.1","0.1","0.08432","0.0843287671232877","0.1","0.1","0.1","0.1","0.1","0.1","0.4","0.04087671232","0.04087671232","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LBR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","1","1","0.9","0.9","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.182465753424658",""
"","Libya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LBY-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","5.7","4.8","4.6","5.6","6","5.8","5.7","5.6","5.8","4.9","5.1","4.9","2.7","2.7","1.6","1.6","1.6","1.6","6.1","4.8","5.4","5.6","5.7","6.7","7.1","4","11","7.7","4.31882191780822",""
"INTL.65-13-LBY-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","2.8","3.9","3.7","4.3","4.6","4.6","4.5","4.3","4.3","3.3","3.3","3.3","1.1","1.1","0","0","0","0","4.5","3.2","3.8","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LBY-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","2.9","0.9","0.9","1.3","1.5","1.3","1.3","1.3","1.5","1.6","1.8","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","2.1","6.5","4.3","1.73342465753425",""
"","Lithuania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LTU-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","1.1","1","1.4","1.8","1.9","1.9","2.1","2.8","3.3","3.7","3.8","3.3","3.2","3.7","3.9","3.6","3.1","1.8476986301369873",""
"INTL.65-13-LTU-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0.1","0.4","0.5","0.4","0.4","0.4","0.4","1.1","1","1.4","0.3","0.3","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LTU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","1","0.5","0.9","1.3","1.5","1.5","1.7","1.7","2.4","2.3","2","1.4","2.1","2.3","2.3","1.9","1.4","0.0547397260273973",""
"","Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LUX-TBPD.A","        Refined petroleum products (Mb/d)","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-LUX-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LUX-TBPD.A","            Residual fuel oil (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Macau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MAC-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.3","0","3.6","3.2","3.3","3.3","3.2","4.54856552080641",""
"INTL.65-13-MAC-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MAC-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Madagascar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MDG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.3","0.2","0.2","0.3","0.2","0.3","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","1","1.4","1","1","1","1","1.5","1.479917808219174",""
"INTL.65-13-MDG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.08304","0.0626","0.02166","0.08304","0.08304","0.08304","0.06114","0.08304","0.08304","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.07400728765536","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MDG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.2","0.1","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","0.1","0.1","0.1","0.1","0.3","0.328438356164384",""
"","Malawi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MWI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-MWI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MWI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Malaysia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MYS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","6.5","6.9","7.2","1.3","1.8","2.2","2.2","2.4","1.2","4.7","4.9","3","8.3","7.4","4","2.9","1.8","1.4","46","2.4","36","47","46","46","51","57","54","69","57.04356164383561",""
"INTL.65-13-MYS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","6.2","6.4","6.6","0.4","0.8","1.1","1.2","1.3","0.5","0.6","0.7","0.5","0.9","1.4","0.9","0.6","1.3","0.9","45","2","36","0.3","0.3","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MYS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.3","0.5","0.6","0.9","1","1","1","1.1","0.7","4.1","4.2","2.5","7.5","6","3","2.3","0.4","0.5","0.6","0.4","0.3","0.9","0.8","0.4","0.4","3.4","1","6.4","3.77704109589041",""
"","Maldives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MDV-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3","3.27901369863014",""
"INTL.65-13-MDV-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MDV-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Mali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MLI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.4","0.4","0.4","0.4","0.4","0.5","0.499698630136986",""
"INTL.65-13-MLI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MLI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MLT-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.7","1.5","1.7","1.7","1.7","1.7","0.6","0.6","1.7","1.7","1.7","1.7","1.8","2","2","0.4","2.1","2.1","2.5","1.9","2","14","20","24","31","26","26","26","25.66958904109587",""
"INTL.65-13-MLT-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.5","1.3","1.5","1.5","1.5","1.5","0.4","0.4","1.5","1.5","1.5","1.5","1.6","1.5","1.5","0","1.7","1.7","2.1","1.5","1.6","3.7","4.6","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MLT-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","8.9","13","15","23","18","18","20","19.5420821917808",""
"","Martinique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MTQ-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.6","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.9","1.4","1.1","1","1","1.1","1","0.9","0.9","0.9","1.1","1.059835616438356",""
"INTL.65-13-MTQ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0.2","0","0","0","0","0","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","1.1","0.8","0.7","0.6","0.6","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MTQ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.2","0","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.364931506849315",""
"","Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MRT-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.3","0.4","0.4","0.4","0.4","0.4","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","1.1","0.3","0.1","0.4","0.5","0.4","0.4","0.4","0.4","0.6","0.630054794520548",""
"INTL.65-13-MRT-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.3","0.4","0.4","0.4","0.4","0.4","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","1.1","0.3","0.1","0.1","0.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MRT-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MUS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","2.7","1.4","4.1","2.1","4.6","4.2","1.4","4.4","4.5","5.7","5.3","5.3","5.3","5.3","5","6.2","5","4.3","4.8","4.3","5.7","6.3","6.9","6.5","9.5","11","10","10","10.70397260273972",""
"INTL.65-13-MUS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","2.7","1.1","4.1","1.7","4.2","3.8","1.1","4","4","5.3","4.7","4.8","4.7","4.7","4.2","5.2","4.5","3.7","4.1","3.9","4.7","2.4","2.4","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MUS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.07298","0.3","0.07278","0.4","0.4","0.4","0.4","0.5","0.5","0.4","0.6","0.6","0.6","0.6","0.9","1.1","0.5","0.6","0.7","0.5","1.1","1.4","1.8","2","2.2","3.4","3","2.8","3.12016438356164",""
"","Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MEX-TBPD.A","        Refined petroleum products (Mb/d)","2","2","9","2","7.6","7.6","9.5","9.6","9.3","10","12","9.3","1.8","4.4","16","16","17","17","21","24","25","24","18","18","17","17","18","18","21","16","16","19","19","16","16.27723287671229",""
"INTL.65-13-MEX-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","0","0","1.5","1.9","1.9","2.2","2.4","1.2","0.7","2.3","13","13","13","14","19","21","22","22","16","16","15","15","16","16","19","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MEX-TBPD.A","            Residual fuel oil (Mb/d)","1","1","4","1","7.6","7.6","8","7.6","7.4","8","9.5","8","1.1","2","2.6","3.3","3.5","2.9","2","2.3","2.3","2","2.1","2.1","1.9","1.9","2","1.9","1.8","1.8","1.8","1.7","1.8","1.8","1.63832876712329",""
"","Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","        Refined petroleum products (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Moldova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MDA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.5","0.543150684931507",""
"INTL.65-13-MDA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.3","0.3","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MDA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Mongolia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MNG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0","0.3","0.3","0.5","0.8","0.8","0.564876712328767",""
"INTL.65-13-MNG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MNG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MNE-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0.0434520547945205","0.2","0.3","0.3","0.369342465753425",""
"INTL.65-13-MNE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MNE-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0",""
"","Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MSR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.0203825136612022","0.0204383561643836","0.0204383561643836","0.0204383561643836","0.0203825136612022","0.0204383561643836","0.0204383561643836","0.02043835616","0.02043835616","0.0204383561643836","0.0204383561643836","0.0204383561643836","0.0204383561643836","0.0421643835616438","0.0421643835616438",""
"INTL.65-13-MSR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.0203825136612022","0.0204383561643836","0.0204383561643836","0.0204383561643836","0.0203825136612022","0.0204383561643836","0.0204383561643836","0.02043835616","0.02043835616","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MSR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
