,regions,product,year,value
489,Poland,        Refined petroleum products (Mb/d),1980,1
490,Poland,            Distillate fuel oil (Mb/d),1980,
491,Poland,            Residual fuel oil (Mb/d),1980,1
492,Portugal,        Refined petroleum products (Mb/d),1980,0
493,Portugal,            Distillate fuel oil (Mb/d),1980,
494,Portugal,            Residual fuel oil (Mb/d),1980,0
495,Puerto Rico,        Refined petroleum products (Mb/d),1980,
496,Puerto Rico,            Distillate fuel oil (Mb/d),1980,
497,Puerto Rico,            Residual fuel oil (Mb/d),1980,
498,Qatar,        Refined petroleum products (Mb/d),1980,
499,Qatar,            Distillate fuel oil (Mb/d),1980,
500,Qatar,            Residual fuel oil (Mb/d),1980,
501,Reunion,        Refined petroleum products (Mb/d),1980,
502,Reunion,            Distillate fuel oil (Mb/d),1980,
503,Reunion,            Residual fuel oil (Mb/d),1980,
504,Romania,        Refined petroleum products (Mb/d),1980,
505,Romania,            Distillate fuel oil (Mb/d),1980,
506,Romania,            Residual fuel oil (Mb/d),1980,
507,Russia,        Refined petroleum products (Mb/d),1980,
508,Russia,            Distillate fuel oil (Mb/d),1980,
509,Russia,            Residual fuel oil (Mb/d),1980,
510,Rwanda,        Refined petroleum products (Mb/d),1980,
511,Rwanda,            Distillate fuel oil (Mb/d),1980,
512,Rwanda,            Residual fuel oil (Mb/d),1980,
513,Saint Helena,        Refined petroleum products (Mb/d),1980,
514,Saint Helena,            Distillate fuel oil (Mb/d),1980,
515,Saint Helena,            Residual fuel oil (Mb/d),1980,
516,Saint Kitts and Nevis,        Refined petroleum products (Mb/d),1980,
517,Saint Kitts and Nevis,            Distillate fuel oil (Mb/d),1980,
518,Saint Kitts and Nevis,            Residual fuel oil (Mb/d),1980,
519,Saint Lucia,        Refined petroleum products (Mb/d),1980,
520,Saint Lucia,            Distillate fuel oil (Mb/d),1980,
521,Saint Lucia,            Residual fuel oil (Mb/d),1980,
522,Saint Pierre and Miquelon,        Refined petroleum products (Mb/d),1980,
523,Saint Pierre and Miquelon,            Distillate fuel oil (Mb/d),1980,
524,Saint Pierre and Miquelon,            Residual fuel oil (Mb/d),1980,
525,Saint Vincent/Grenadines,        Refined petroleum products (Mb/d),1980,
526,Saint Vincent/Grenadines,            Distillate fuel oil (Mb/d),1980,
527,Saint Vincent/Grenadines,            Residual fuel oil (Mb/d),1980,
528,Samoa,        Refined petroleum products (Mb/d),1980,
529,Samoa,            Distillate fuel oil (Mb/d),1980,
530,Samoa,            Residual fuel oil (Mb/d),1980,
531,Sao Tome and Principe,        Refined petroleum products (Mb/d),1980,
532,Sao Tome and Principe,            Distillate fuel oil (Mb/d),1980,
533,Sao Tome and Principe,            Residual fuel oil (Mb/d),1980,
534,Saudi Arabia,        Refined petroleum products (Mb/d),1980,
535,Saudi Arabia,            Distillate fuel oil (Mb/d),1980,
536,Saudi Arabia,            Residual fuel oil (Mb/d),1980,
537,Senegal,        Refined petroleum products (Mb/d),1980,
538,Senegal,            Distillate fuel oil (Mb/d),1980,
539,Senegal,            Residual fuel oil (Mb/d),1980,
540,Serbia,        Refined petroleum products (Mb/d),1980,
541,Serbia,            Distillate fuel oil (Mb/d),1980,
542,Serbia,            Residual fuel oil (Mb/d),1980,
543,Seychelles,        Refined petroleum products (Mb/d),1980,
544,Seychelles,            Distillate fuel oil (Mb/d),1980,
545,Seychelles,            Residual fuel oil (Mb/d),1980,
546,Sierra Leone,        Refined petroleum products (Mb/d),1980,
547,Sierra Leone,            Distillate fuel oil (Mb/d),1980,
548,Sierra Leone,            Residual fuel oil (Mb/d),1980,
549,Singapore,        Refined petroleum products (Mb/d),1980,
550,Singapore,            Distillate fuel oil (Mb/d),1980,
551,Singapore,            Residual fuel oil (Mb/d),1980,
552,Slovakia,        Refined petroleum products (Mb/d),1980,
553,Slovakia,            Distillate fuel oil (Mb/d),1980,
554,Slovakia,            Residual fuel oil (Mb/d),1980,
555,Slovenia,        Refined petroleum products (Mb/d),1980,
556,Slovenia,            Distillate fuel oil (Mb/d),1980,
557,Slovenia,            Residual fuel oil (Mb/d),1980,
558,Solomon Islands,        Refined petroleum products (Mb/d),1980,
559,Solomon Islands,            Distillate fuel oil (Mb/d),1980,
560,Solomon Islands,            Residual fuel oil (Mb/d),1980,
561,Somalia,        Refined petroleum products (Mb/d),1980,
562,Somalia,            Distillate fuel oil (Mb/d),1980,
563,Somalia,            Residual fuel oil (Mb/d),1980,
564,South Africa,        Refined petroleum products (Mb/d),1980,
565,South Africa,            Distillate fuel oil (Mb/d),1980,
566,South Africa,            Residual fuel oil (Mb/d),1980,
567,South Korea,        Refined petroleum products (Mb/d),1980,3
568,South Korea,            Distillate fuel oil (Mb/d),1980,
569,South Korea,            Residual fuel oil (Mb/d),1980,1
570,South Sudan,        Refined petroleum products (Mb/d),1980,
571,South Sudan,            Distillate fuel oil (Mb/d),1980,
572,South Sudan,            Residual fuel oil (Mb/d),1980,
573,Spain,        Refined petroleum products (Mb/d),1980,17
574,Spain,            Distillate fuel oil (Mb/d),1980,
575,Spain,            Residual fuel oil (Mb/d),1980,3
576,Sri Lanka,        Refined petroleum products (Mb/d),1980,
577,Sri Lanka,            Distillate fuel oil (Mb/d),1980,
578,Sri Lanka,            Residual fuel oil (Mb/d),1980,
579,Sudan,        Refined petroleum products (Mb/d),1980,
580,Sudan,            Distillate fuel oil (Mb/d),1980,
581,Sudan,            Residual fuel oil (Mb/d),1980,
582,Suriname,        Refined petroleum products (Mb/d),1980,
583,Suriname,            Distillate fuel oil (Mb/d),1980,
584,Suriname,            Residual fuel oil (Mb/d),1980,
585,Sweden,        Refined petroleum products (Mb/d),1980,16
586,Sweden,            Distillate fuel oil (Mb/d),1980,
587,Sweden,            Residual fuel oil (Mb/d),1980,13
588,Switzerland,        Refined petroleum products (Mb/d),1980,15
589,Switzerland,            Distillate fuel oil (Mb/d),1980,
590,Switzerland,            Residual fuel oil (Mb/d),1980,0
591,Syria,        Refined petroleum products (Mb/d),1980,
592,Syria,            Distillate fuel oil (Mb/d),1980,
593,Syria,            Residual fuel oil (Mb/d),1980,
594,Taiwan,        Refined petroleum products (Mb/d),1980,
595,Taiwan,            Distillate fuel oil (Mb/d),1980,
596,Taiwan,            Residual fuel oil (Mb/d),1980,
597,Tajikistan,        Refined petroleum products (Mb/d),1980,
598,Tajikistan,            Distillate fuel oil (Mb/d),1980,
599,Tajikistan,            Residual fuel oil (Mb/d),1980,
600,Tanzania,        Refined petroleum products (Mb/d),1980,
601,Tanzania,            Distillate fuel oil (Mb/d),1980,
602,Tanzania,            Residual fuel oil (Mb/d),1980,
603,Thailand,        Refined petroleum products (Mb/d),1980,
604,Thailand,            Distillate fuel oil (Mb/d),1980,
605,Thailand,            Residual fuel oil (Mb/d),1980,
606,The Bahamas,        Refined petroleum products (Mb/d),1980,
607,The Bahamas,            Distillate fuel oil (Mb/d),1980,
608,The Bahamas,            Residual fuel oil (Mb/d),1980,
609,Timor-Leste,        Refined petroleum products (Mb/d),1980,
610,Timor-Leste,            Distillate fuel oil (Mb/d),1980,
611,Timor-Leste,            Residual fuel oil (Mb/d),1980,
612,Togo,        Refined petroleum products (Mb/d),1980,
613,Togo,            Distillate fuel oil (Mb/d),1980,
614,Togo,            Residual fuel oil (Mb/d),1980,
615,Tonga,        Refined petroleum products (Mb/d),1980,
616,Tonga,            Distillate fuel oil (Mb/d),1980,
617,Tonga,            Residual fuel oil (Mb/d),1980,
618,Trinidad and Tobago,        Refined petroleum products (Mb/d),1980,
619,Trinidad and Tobago,            Distillate fuel oil (Mb/d),1980,
620,Trinidad and Tobago,            Residual fuel oil (Mb/d),1980,
621,Tunisia,        Refined petroleum products (Mb/d),1980,
622,Tunisia,            Distillate fuel oil (Mb/d),1980,
623,Tunisia,            Residual fuel oil (Mb/d),1980,
624,Turkey,        Refined petroleum products (Mb/d),1980,3
625,Turkey,            Distillate fuel oil (Mb/d),1980,
626,Turkey,            Residual fuel oil (Mb/d),1980,1
627,Turkmenistan,        Refined petroleum products (Mb/d),1980,
628,Turkmenistan,            Distillate fuel oil (Mb/d),1980,
629,Turkmenistan,            Residual fuel oil (Mb/d),1980,
630,Turks and Caicos Islands,        Refined petroleum products (Mb/d),1980,
631,Turks and Caicos Islands,            Distillate fuel oil (Mb/d),1980,
632,Turks and Caicos Islands,            Residual fuel oil (Mb/d),1980,
633,Tuvalu,        Refined petroleum products (Mb/d),1980,
634,Tuvalu,            Distillate fuel oil (Mb/d),1980,
635,Tuvalu,            Residual fuel oil (Mb/d),1980,
636,U.S. Pacific Islands,        Refined petroleum products (Mb/d),1980,
637,U.S. Pacific Islands,            Distillate fuel oil (Mb/d),1980,
638,U.S. Pacific Islands,            Residual fuel oil (Mb/d),1980,
639,U.S. Territories,        Refined petroleum products (Mb/d),1980,
640,U.S. Territories,            Distillate fuel oil (Mb/d),1980,
641,U.S. Territories,            Residual fuel oil (Mb/d),1980,
642,U.S. Virgin Islands,        Refined petroleum products (Mb/d),1980,
643,U.S. Virgin Islands,            Distillate fuel oil (Mb/d),1980,
644,U.S. Virgin Islands,            Residual fuel oil (Mb/d),1980,
645,Uganda,        Refined petroleum products (Mb/d),1980,
646,Uganda,            Distillate fuel oil (Mb/d),1980,
647,Uganda,            Residual fuel oil (Mb/d),1980,
648,Ukraine,        Refined petroleum products (Mb/d),1980,
649,Ukraine,            Distillate fuel oil (Mb/d),1980,
650,Ukraine,            Residual fuel oil (Mb/d),1980,
651,United Arab Emirates,        Refined petroleum products (Mb/d),1980,
652,United Arab Emirates,            Distillate fuel oil (Mb/d),1980,
653,United Arab Emirates,            Residual fuel oil (Mb/d),1980,
654,United Kingdom,        Refined petroleum products (Mb/d),1980,110
655,United Kingdom,            Distillate fuel oil (Mb/d),1980,
656,United Kingdom,            Residual fuel oil (Mb/d),1980,31
657,United States,        Refined petroleum products (Mb/d),1980,
658,United States,            Distillate fuel oil (Mb/d),1980,
659,United States,            Residual fuel oil (Mb/d),1980,
660,Uruguay,        Refined petroleum products (Mb/d),1980,
661,Uruguay,            Distillate fuel oil (Mb/d),1980,
662,Uruguay,            Residual fuel oil (Mb/d),1980,
663,Uzbekistan,        Refined petroleum products (Mb/d),1980,
664,Uzbekistan,            Distillate fuel oil (Mb/d),1980,
665,Uzbekistan,            Residual fuel oil (Mb/d),1980,
666,Vanuatu,        Refined petroleum products (Mb/d),1980,
667,Vanuatu,            Distillate fuel oil (Mb/d),1980,
668,Vanuatu,            Residual fuel oil (Mb/d),1980,
669,Venezuela,        Refined petroleum products (Mb/d),1980,
670,Venezuela,            Distillate fuel oil (Mb/d),1980,
671,Venezuela,            Residual fuel oil (Mb/d),1980,
672,Vietnam,        Refined petroleum products (Mb/d),1980,
673,Vietnam,            Distillate fuel oil (Mb/d),1980,
674,Vietnam,            Residual fuel oil (Mb/d),1980,
675,Wake Island,        Refined petroleum products (Mb/d),1980,
676,Wake Island,            Distillate fuel oil (Mb/d),1980,
677,Wake Island,            Residual fuel oil (Mb/d),1980,
678,Western Sahara,        Refined petroleum products (Mb/d),1980,
679,Western Sahara,            Distillate fuel oil (Mb/d),1980,
680,Western Sahara,            Residual fuel oil (Mb/d),1980,
681,Yemen,        Refined petroleum products (Mb/d),1980,
682,Yemen,            Distillate fuel oil (Mb/d),1980,
683,Yemen,            Residual fuel oil (Mb/d),1980,
684,Zambia,        Refined petroleum products (Mb/d),1980,
685,Zambia,            Distillate fuel oil (Mb/d),1980,
686,Zambia,            Residual fuel oil (Mb/d),1980,
687,Zimbabwe,        Refined petroleum products (Mb/d),1980,
688,Zimbabwe,            Distillate fuel oil (Mb/d),1980,
689,Zimbabwe,            Residual fuel oil (Mb/d),1980,
690,Afghanistan,        Refined petroleum products (Mb/d),1981,
691,Afghanistan,            Distillate fuel oil (Mb/d),1981,
692,Afghanistan,            Residual fuel oil (Mb/d),1981,
693,Albania,        Refined petroleum products (Mb/d),1981,
694,Albania,            Distillate fuel oil (Mb/d),1981,
695,Albania,            Residual fuel oil (Mb/d),1981,
696,Algeria,        Refined petroleum products (Mb/d),1981,
697,Algeria,            Distillate fuel oil (Mb/d),1981,
698,Algeria,            Residual fuel oil (Mb/d),1981,
699,American Samoa,        Refined petroleum products (Mb/d),1981,
700,American Samoa,            Distillate fuel oil (Mb/d),1981,
701,American Samoa,            Residual fuel oil (Mb/d),1981,
702,Angola,        Refined petroleum products (Mb/d),1981,
703,Angola,            Distillate fuel oil (Mb/d),1981,
704,Angola,            Residual fuel oil (Mb/d),1981,
705,Antarctica,        Refined petroleum products (Mb/d),1981,
706,Antarctica,            Distillate fuel oil (Mb/d),1981,
707,Antarctica,            Residual fuel oil (Mb/d),1981,
708,Antigua and Barbuda,        Refined petroleum products (Mb/d),1981,
709,Antigua and Barbuda,            Distillate fuel oil (Mb/d),1981,
710,Antigua and Barbuda,            Residual fuel oil (Mb/d),1981,
711,Argentina,        Refined petroleum products (Mb/d),1981,
712,Argentina,            Distillate fuel oil (Mb/d),1981,
713,Argentina,            Residual fuel oil (Mb/d),1981,
714,Armenia,        Refined petroleum products (Mb/d),1981,
715,Armenia,            Distillate fuel oil (Mb/d),1981,
716,Armenia,            Residual fuel oil (Mb/d),1981,
717,Aruba,        Refined petroleum products (Mb/d),1981,
718,Aruba,            Distillate fuel oil (Mb/d),1981,
719,Aruba,            Residual fuel oil (Mb/d),1981,
720,Australia,        Refined petroleum products (Mb/d),1981,40
721,Australia,            Distillate fuel oil (Mb/d),1981,
722,Australia,            Residual fuel oil (Mb/d),1981,30
723,Austria,        Refined petroleum products (Mb/d),1981,0
724,Austria,            Distillate fuel oil (Mb/d),1981,
725,Austria,            Residual fuel oil (Mb/d),1981,0
726,Azerbaijan,        Refined petroleum products (Mb/d),1981,
727,Azerbaijan,            Distillate fuel oil (Mb/d),1981,
728,Azerbaijan,            Residual fuel oil (Mb/d),1981,
729,Bahrain,        Refined petroleum products (Mb/d),1981,
730,Bahrain,            Distillate fuel oil (Mb/d),1981,
731,Bahrain,            Residual fuel oil (Mb/d),1981,
732,Bangladesh,        Refined petroleum products (Mb/d),1981,
733,Bangladesh,            Distillate fuel oil (Mb/d),1981,
734,Bangladesh,            Residual fuel oil (Mb/d),1981,
735,Barbados,        Refined petroleum products (Mb/d),1981,
736,Barbados,            Distillate fuel oil (Mb/d),1981,
737,Barbados,            Residual fuel oil (Mb/d),1981,
738,Belarus,        Refined petroleum products (Mb/d),1981,
739,Belarus,            Distillate fuel oil (Mb/d),1981,
740,Belarus,            Residual fuel oil (Mb/d),1981,
741,Belgium,        Refined petroleum products (Mb/d),1981,53
742,Belgium,            Distillate fuel oil (Mb/d),1981,
743,Belgium,            Residual fuel oil (Mb/d),1981,40
744,Belize,        Refined petroleum products (Mb/d),1981,
745,Belize,            Distillate fuel oil (Mb/d),1981,
746,Belize,            Residual fuel oil (Mb/d),1981,
747,Benin,        Refined petroleum products (Mb/d),1981,
748,Benin,            Distillate fuel oil (Mb/d),1981,
749,Benin,            Residual fuel oil (Mb/d),1981,
750,Bermuda,        Refined petroleum products (Mb/d),1981,
751,Bermuda,            Distillate fuel oil (Mb/d),1981,
752,Bermuda,            Residual fuel oil (Mb/d),1981,
753,Bhutan,        Refined petroleum products (Mb/d),1981,
