,regions,product,year,value
9020,Belarus,            Residual fuel oil (Mb/d),1993,0
9021,Belgium,        Refined petroleum products (Mb/d),1993,80
9022,Belgium,            Distillate fuel oil (Mb/d),1993,14
9023,Belgium,            Residual fuel oil (Mb/d),1993,66
9024,Belize,        Refined petroleum products (Mb/d),1993,0.2
9025,Belize,            Distillate fuel oil (Mb/d),1993,0.2
9026,Belize,            Residual fuel oil (Mb/d),1993,0
9027,Benin,        Refined petroleum products (Mb/d),1993,0.4
9028,Benin,            Distillate fuel oil (Mb/d),1993,0.4
9029,Benin,            Residual fuel oil (Mb/d),1993,0
9030,Bermuda,        Refined petroleum products (Mb/d),1993,0.3
9031,Bermuda,            Distillate fuel oil (Mb/d),1993,0.3
9032,Bermuda,            Residual fuel oil (Mb/d),1993,0
9033,Bhutan,        Refined petroleum products (Mb/d),1993,0
9034,Bhutan,            Distillate fuel oil (Mb/d),1993,0
9035,Bhutan,            Residual fuel oil (Mb/d),1993,0
9036,Bolivia,        Refined petroleum products (Mb/d),1993,0
9037,Bolivia,            Distillate fuel oil (Mb/d),1993,0
9038,Bolivia,            Residual fuel oil (Mb/d),1993,0
9039,Bosnia and Herzegovina,        Refined petroleum products (Mb/d),1993,0
9040,Bosnia and Herzegovina,            Distillate fuel oil (Mb/d),1993,0
9041,Bosnia and Herzegovina,            Residual fuel oil (Mb/d),1993,0
9042,Botswana,        Refined petroleum products (Mb/d),1993,0
9043,Botswana,            Distillate fuel oil (Mb/d),1993,0
9044,Botswana,            Residual fuel oil (Mb/d),1993,0
9045,Brazil,        Refined petroleum products (Mb/d),1993,30
9046,Brazil,            Distillate fuel oil (Mb/d),1993,13
9047,Brazil,            Residual fuel oil (Mb/d),1993,17
9048,British Virgin Islands,        Refined petroleum products (Mb/d),1993,0
9049,British Virgin Islands,            Distillate fuel oil (Mb/d),1993,0
9050,British Virgin Islands,            Residual fuel oil (Mb/d),1993,0
9051,Brunei,        Refined petroleum products (Mb/d),1993,0
9052,Brunei,            Distillate fuel oil (Mb/d),1993,0
9053,Brunei,            Residual fuel oil (Mb/d),1993,0
9054,Bulgaria,        Refined petroleum products (Mb/d),1993,5.1
9055,Bulgaria,            Distillate fuel oil (Mb/d),1993,2.5
9056,Bulgaria,            Residual fuel oil (Mb/d),1993,2.6
9057,Burkina Faso,        Refined petroleum products (Mb/d),1993,0
9058,Burkina Faso,            Distillate fuel oil (Mb/d),1993,0
9059,Burkina Faso,            Residual fuel oil (Mb/d),1993,0
9060,Burma,        Refined petroleum products (Mb/d),1993,0
9061,Burma,            Distillate fuel oil (Mb/d),1993,0
9062,Burma,            Residual fuel oil (Mb/d),1993,0
9063,Burundi,        Refined petroleum products (Mb/d),1993,0.04345
9064,Burundi,            Distillate fuel oil (Mb/d),1993,0.04345
9065,Burundi,            Residual fuel oil (Mb/d),1993,0
9066,Cabo Verde,        Refined petroleum products (Mb/d),1993,0
9067,Cabo Verde,            Distillate fuel oil (Mb/d),1993,0
9068,Cabo Verde,            Residual fuel oil (Mb/d),1993,0
9069,Cambodia,        Refined petroleum products (Mb/d),1993,0
9070,Cambodia,            Distillate fuel oil (Mb/d),1993,0
9071,Cambodia,            Residual fuel oil (Mb/d),1993,0
9072,Cameroon,        Refined petroleum products (Mb/d),1993,0.3
9073,Cameroon,            Distillate fuel oil (Mb/d),1993,0.3
9074,Cameroon,            Residual fuel oil (Mb/d),1993,0
9075,Canada,        Refined petroleum products (Mb/d),1993,11
9076,Canada,            Distillate fuel oil (Mb/d),1993,1.8
9077,Canada,            Residual fuel oil (Mb/d),1993,8.7
9078,Cayman Islands,        Refined petroleum products (Mb/d),1993,0
9079,Cayman Islands,            Distillate fuel oil (Mb/d),1993,0
9080,Cayman Islands,            Residual fuel oil (Mb/d),1993,0
9081,Central African Republic,        Refined petroleum products (Mb/d),1993,0.3
9082,Central African Republic,            Distillate fuel oil (Mb/d),1993,0.3
9083,Central African Republic,            Residual fuel oil (Mb/d),1993,0
9084,Chad,        Refined petroleum products (Mb/d),1993,0.4
9085,Chad,            Distillate fuel oil (Mb/d),1993,0.4
9086,Chad,            Residual fuel oil (Mb/d),1993,0
9087,Chile,        Refined petroleum products (Mb/d),1993,0
9088,Chile,            Distillate fuel oil (Mb/d),1993,0
9089,Chile,            Residual fuel oil (Mb/d),1993,0
9090,China,        Refined petroleum products (Mb/d),1993,45
9091,China,            Distillate fuel oil (Mb/d),1993,0
9092,China,            Residual fuel oil (Mb/d),1993,45
9093,Colombia,        Refined petroleum products (Mb/d),1993,2.4
9094,Colombia,            Distillate fuel oil (Mb/d),1993,2
9095,Colombia,            Residual fuel oil (Mb/d),1993,0.4
9096,Comoros,        Refined petroleum products (Mb/d),1993,0
9097,Comoros,            Distillate fuel oil (Mb/d),1993,0
9098,Comoros,            Residual fuel oil (Mb/d),1993,0
9099,Congo-Brazzaville,        Refined petroleum products (Mb/d),1993,0.1
9100,Congo-Brazzaville,            Distillate fuel oil (Mb/d),1993,0
9101,Congo-Brazzaville,            Residual fuel oil (Mb/d),1993,0.1
9102,Congo-Kinshasa,        Refined petroleum products (Mb/d),1993,2.9
9103,Congo-Kinshasa,            Distillate fuel oil (Mb/d),1993,2.3
9104,Congo-Kinshasa,            Residual fuel oil (Mb/d),1993,0.6
9105,Cook Islands,        Refined petroleum products (Mb/d),1993,0.2
9106,Cook Islands,            Distillate fuel oil (Mb/d),1993,0.2
9107,Cook Islands,            Residual fuel oil (Mb/d),1993,0
9108,Costa Rica,        Refined petroleum products (Mb/d),1993,1.3
9109,Costa Rica,            Distillate fuel oil (Mb/d),1993,0.2
9110,Costa Rica,            Residual fuel oil (Mb/d),1993,1.1
9111,Croatia,        Refined petroleum products (Mb/d),1993,0
9112,Croatia,            Distillate fuel oil (Mb/d),1993,0
9113,Croatia,            Residual fuel oil (Mb/d),1993,0
9114,Cuba,        Refined petroleum products (Mb/d),1993,1.3
9115,Cuba,            Distillate fuel oil (Mb/d),1993,1.3
9116,Cuba,            Residual fuel oil (Mb/d),1993,0
9117,Cyprus,        Refined petroleum products (Mb/d),1993,0.9
9118,Cyprus,            Distillate fuel oil (Mb/d),1993,0.3
9119,Cyprus,            Residual fuel oil (Mb/d),1993,0.6
9120,Czech Republic,        Refined petroleum products (Mb/d),1993,0
9121,Czech Republic,            Distillate fuel oil (Mb/d),1993,0
9122,Czech Republic,            Residual fuel oil (Mb/d),1993,0
9123,Côte d’Ivoire,        Refined petroleum products (Mb/d),1993,1.7
9124,Côte d’Ivoire,            Distillate fuel oil (Mb/d),1993,1.7
9125,Côte d’Ivoire,            Residual fuel oil (Mb/d),1993,0
9126,Denmark,        Refined petroleum products (Mb/d),1993,25
9127,Denmark,            Distillate fuel oil (Mb/d),1993,9.2
9128,Denmark,            Residual fuel oil (Mb/d),1993,16
9129,Djibouti,        Refined petroleum products (Mb/d),1993,2.3
9130,Djibouti,            Distillate fuel oil (Mb/d),1993,2.3
9131,Djibouti,            Residual fuel oil (Mb/d),1993,0
9132,Dominica,        Refined petroleum products (Mb/d),1993,0
9133,Dominica,            Distillate fuel oil (Mb/d),1993,0
9134,Dominica,            Residual fuel oil (Mb/d),1993,0
9135,Dominican Republic,        Refined petroleum products (Mb/d),1993,0
9136,Dominican Republic,            Distillate fuel oil (Mb/d),1993,0
9137,Dominican Republic,            Residual fuel oil (Mb/d),1993,0
9138,Ecuador,        Refined petroleum products (Mb/d),1993,7.2
9139,Ecuador,            Distillate fuel oil (Mb/d),1993,1.2
9140,Ecuador,            Residual fuel oil (Mb/d),1993,6
9141,Egypt,        Refined petroleum products (Mb/d),1993,34
9142,Egypt,            Distillate fuel oil (Mb/d),1993,12
9143,Egypt,            Residual fuel oil (Mb/d),1993,22
9144,El Salvador,        Refined petroleum products (Mb/d),1993,0
9145,El Salvador,            Distillate fuel oil (Mb/d),1993,0
9146,El Salvador,            Residual fuel oil (Mb/d),1993,0
9147,Equatorial Guinea,        Refined petroleum products (Mb/d),1993,0
9148,Equatorial Guinea,            Distillate fuel oil (Mb/d),1993,0
9149,Equatorial Guinea,            Residual fuel oil (Mb/d),1993,0
9150,Eritrea,        Refined petroleum products (Mb/d),1993,--
9151,Eritrea,            Distillate fuel oil (Mb/d),1993,--
9152,Eritrea,            Residual fuel oil (Mb/d),1993,--
9153,Estonia,        Refined petroleum products (Mb/d),1993,0
9154,Estonia,            Distillate fuel oil (Mb/d),1993,0.9
9155,Estonia,            Residual fuel oil (Mb/d),1993,0
9156,Eswatini,        Refined petroleum products (Mb/d),1993,0
9157,Eswatini,            Distillate fuel oil (Mb/d),1993,0
9158,Eswatini,            Residual fuel oil (Mb/d),1993,0
9159,Ethiopia,        Refined petroleum products (Mb/d),1993,1.3
9160,Ethiopia,            Distillate fuel oil (Mb/d),1993,1.3
9161,Ethiopia,            Residual fuel oil (Mb/d),1993,0.09123
9162,Falkland Islands,        Refined petroleum products (Mb/d),1993,0
9163,Falkland Islands,            Distillate fuel oil (Mb/d),1993,0
9164,Falkland Islands,            Residual fuel oil (Mb/d),1993,0
9165,Faroe Islands,        Refined petroleum products (Mb/d),1993,0
9166,Faroe Islands,            Distillate fuel oil (Mb/d),1993,0
9167,Faroe Islands,            Residual fuel oil (Mb/d),1993,0
9168,Fiji,        Refined petroleum products (Mb/d),1993,1.2
9169,Fiji,            Distillate fuel oil (Mb/d),1993,1
9170,Fiji,            Residual fuel oil (Mb/d),1993,0.1
9171,Finland,        Refined petroleum products (Mb/d),1993,9.9
9172,Finland,            Distillate fuel oil (Mb/d),1993,2.9
9173,Finland,            Residual fuel oil (Mb/d),1993,7
9174,Former Czechoslovakia,        Refined petroleum products (Mb/d),1993,--
9175,Former Czechoslovakia,            Distillate fuel oil (Mb/d),1993,--
9176,Former Czechoslovakia,            Residual fuel oil (Mb/d),1993,--
9177,Former Serbia and Montenegro,        Refined petroleum products (Mb/d),1993,0
9178,Former Serbia and Montenegro,            Distillate fuel oil (Mb/d),1993,0
9179,Former Serbia and Montenegro,            Residual fuel oil (Mb/d),1993,0
9180,Former U.S.S.R.,        Refined petroleum products (Mb/d),1993,--
9181,Former U.S.S.R.,            Distillate fuel oil (Mb/d),1993,--
9182,Former U.S.S.R.,            Residual fuel oil (Mb/d),1993,--
9183,Former Yugoslavia,        Refined petroleum products (Mb/d),1993,--
9184,Former Yugoslavia,            Distillate fuel oil (Mb/d),1993,--
9185,Former Yugoslavia,            Residual fuel oil (Mb/d),1993,--
9186,France,        Refined petroleum products (Mb/d),1993,46
9187,France,            Distillate fuel oil (Mb/d),1993,7.8
9188,France,            Residual fuel oil (Mb/d),1993,38
9189,French Guiana,        Refined petroleum products (Mb/d),1993,0.4
9190,French Guiana,            Distillate fuel oil (Mb/d),1993,0.4
9191,French Guiana,            Residual fuel oil (Mb/d),1993,0
9192,French Polynesia,        Refined petroleum products (Mb/d),1993,1.5
9193,French Polynesia,            Distillate fuel oil (Mb/d),1993,1.5
9194,French Polynesia,            Residual fuel oil (Mb/d),1993,0.03649
9195,Gabon,        Refined petroleum products (Mb/d),1993,1.2
9196,Gabon,            Distillate fuel oil (Mb/d),1993,1.2
9197,Gabon,            Residual fuel oil (Mb/d),1993,0
9198,"Gambia, The",        Refined petroleum products (Mb/d),1993,0
9199,"Gambia, The",            Distillate fuel oil (Mb/d),1993,0
9200,"Gambia, The",            Residual fuel oil (Mb/d),1993,0
9201,Georgia,        Refined petroleum products (Mb/d),1993,0
9202,Georgia,            Distillate fuel oil (Mb/d),1993,0
9203,Georgia,            Residual fuel oil (Mb/d),1993,0
9204,Germany,        Refined petroleum products (Mb/d),1993,42
9205,Germany,            Distillate fuel oil (Mb/d),1993,11
9206,Germany,            Residual fuel oil (Mb/d),1993,30
9207,"Germany, East",        Refined petroleum products (Mb/d),1993,--
9208,"Germany, East",            Distillate fuel oil (Mb/d),1993,--
9209,"Germany, East",            Residual fuel oil (Mb/d),1993,--
9210,"Germany, West",        Refined petroleum products (Mb/d),1993,--
9211,"Germany, West",            Distillate fuel oil (Mb/d),1993,--
9212,"Germany, West",            Residual fuel oil (Mb/d),1993,--
9213,Ghana,        Refined petroleum products (Mb/d),1993,0.5
9214,Ghana,            Distillate fuel oil (Mb/d),1993,0.5
9215,Ghana,            Residual fuel oil (Mb/d),1993,0
9216,Gibraltar,        Refined petroleum products (Mb/d),1993,16
9217,Gibraltar,            Distillate fuel oil (Mb/d),1993,2.3
9218,Gibraltar,            Residual fuel oil (Mb/d),1993,14
9219,Greece,        Refined petroleum products (Mb/d),1993,59
9220,Greece,            Distillate fuel oil (Mb/d),1993,16
9221,Greece,            Residual fuel oil (Mb/d),1993,43
9222,Greenland,        Refined petroleum products (Mb/d),1993,0
9223,Greenland,            Distillate fuel oil (Mb/d),1993,0
9224,Greenland,            Residual fuel oil (Mb/d),1993,0
9225,Grenada,        Refined petroleum products (Mb/d),1993,0.04876
9226,Grenada,            Distillate fuel oil (Mb/d),1993,0.04876
9227,Grenada,            Residual fuel oil (Mb/d),1993,0
9228,Guadeloupe,        Refined petroleum products (Mb/d),1993,1.6
9229,Guadeloupe,            Distillate fuel oil (Mb/d),1993,1.6
9230,Guadeloupe,            Residual fuel oil (Mb/d),1993,0
9231,Guam,        Refined petroleum products (Mb/d),1993,2.1
9232,Guam,            Distillate fuel oil (Mb/d),1993,1.4
9233,Guam,            Residual fuel oil (Mb/d),1993,0.7
9234,Guatemala,        Refined petroleum products (Mb/d),1993,2.5
9235,Guatemala,            Distillate fuel oil (Mb/d),1993,2.5
9236,Guatemala,            Residual fuel oil (Mb/d),1993,0
9237,Guinea,        Refined petroleum products (Mb/d),1993,0.3
9238,Guinea,            Distillate fuel oil (Mb/d),1993,0.3
9239,Guinea,            Residual fuel oil (Mb/d),1993,0
9240,Guinea-Bissau,        Refined petroleum products (Mb/d),1993,0.1
9241,Guinea-Bissau,            Distillate fuel oil (Mb/d),1993,0.1
9242,Guinea-Bissau,            Residual fuel oil (Mb/d),1993,0
9243,Guyana,        Refined petroleum products (Mb/d),1993,0.3
9244,Guyana,            Distillate fuel oil (Mb/d),1993,0.2
9245,Guyana,            Residual fuel oil (Mb/d),1993,0.05473
9246,Haiti,        Refined petroleum products (Mb/d),1993,0.3
9247,Haiti,            Distillate fuel oil (Mb/d),1993,0.3
9248,Haiti,            Residual fuel oil (Mb/d),1993,0
9249,Hawaiian Trade Zone,        Refined petroleum products (Mb/d),1993,--
9250,Hawaiian Trade Zone,            Distillate fuel oil (Mb/d),1993,--
9251,Hawaiian Trade Zone,            Residual fuel oil (Mb/d),1993,--
9252,Honduras,        Refined petroleum products (Mb/d),1993,0
9253,Honduras,            Distillate fuel oil (Mb/d),1993,0
9254,Honduras,            Residual fuel oil (Mb/d),1993,0
9255,Hong Kong,        Refined petroleum products (Mb/d),1993,83
9256,Hong Kong,            Distillate fuel oil (Mb/d),1993,59
9257,Hong Kong,            Residual fuel oil (Mb/d),1993,23
9258,Hungary,        Refined petroleum products (Mb/d),1993,0
9259,Hungary,            Distillate fuel oil (Mb/d),1993,0
9260,Hungary,            Residual fuel oil (Mb/d),1993,0
9261,Iceland,        Refined petroleum products (Mb/d),1993,0
9262,Iceland,            Distillate fuel oil (Mb/d),1993,0
9263,Iceland,            Residual fuel oil (Mb/d),1993,0
9264,India,        Refined petroleum products (Mb/d),1993,17
9265,India,            Distillate fuel oil (Mb/d),1993,14
9266,India,            Residual fuel oil (Mb/d),1993,3.2
9267,Indonesia,        Refined petroleum products (Mb/d),1993,13
9268,Indonesia,            Distillate fuel oil (Mb/d),1993,11
9269,Indonesia,            Residual fuel oil (Mb/d),1993,2.4
9270,Iran,        Refined petroleum products (Mb/d),1993,11
9271,Iran,            Distillate fuel oil (Mb/d),1993,2
9272,Iran,            Residual fuel oil (Mb/d),1993,9.1
9273,Iraq,        Refined petroleum products (Mb/d),1993,0
9274,Iraq,            Distillate fuel oil (Mb/d),1993,0
9275,Iraq,            Residual fuel oil (Mb/d),1993,0
9276,Ireland,        Refined petroleum products (Mb/d),1993,0.7
9277,Ireland,            Distillate fuel oil (Mb/d),1993,0.3
9278,Ireland,            Residual fuel oil (Mb/d),1993,0.4
9279,Israel,        Refined petroleum products (Mb/d),1993,3.6
9280,Israel,            Distillate fuel oil (Mb/d),1993,11
9281,Israel,            Residual fuel oil (Mb/d),1993,2.2
9282,Italy,        Refined petroleum products (Mb/d),1993,46
9283,Italy,            Distillate fuel oil (Mb/d),1993,12
9284,Italy,            Residual fuel oil (Mb/d),1993,33
9285,Jamaica,        Refined petroleum products (Mb/d),1993,0.8
9286,Jamaica,            Distillate fuel oil (Mb/d),1993,0.8
9287,Jamaica,            Residual fuel oil (Mb/d),1993,0
9288,Japan,        Refined petroleum products (Mb/d),1993,125
9289,Japan,            Distillate fuel oil (Mb/d),1993,8.4
9290,Japan,            Residual fuel oil (Mb/d),1993,116
9291,Jordan,        Refined petroleum products (Mb/d),1993,4.9
9292,Jordan,            Distillate fuel oil (Mb/d),1993,4.9
9293,Jordan,            Residual fuel oil (Mb/d),1993,0
9294,Kazakhstan,        Refined petroleum products (Mb/d),1993,0
9295,Kazakhstan,            Distillate fuel oil (Mb/d),1993,0
9296,Kazakhstan,            Residual fuel oil (Mb/d),1993,0
9297,Kenya,        Refined petroleum products (Mb/d),1993,3.1
9298,Kenya,            Distillate fuel oil (Mb/d),1993,0.4
9299,Kenya,            Residual fuel oil (Mb/d),1993,2.7
9300,Kiribati,        Refined petroleum products (Mb/d),1993,0
9301,Kiribati,            Distillate fuel oil (Mb/d),1993,0
9302,Kiribati,            Residual fuel oil (Mb/d),1993,0
9303,Kosovo,        Refined petroleum products (Mb/d),1993,
9304,Kosovo,            Distillate fuel oil (Mb/d),1993,
9305,Kosovo,            Residual fuel oil (Mb/d),1993,
9306,Kuwait,        Refined petroleum products (Mb/d),1993,14
9307,Kuwait,            Distillate fuel oil (Mb/d),1993,6.9
9308,Kuwait,            Residual fuel oil (Mb/d),1993,7.3
9309,Kyrgyzstan,        Refined petroleum products (Mb/d),1993,0
9310,Kyrgyzstan,            Distillate fuel oil (Mb/d),1993,0
9311,Kyrgyzstan,            Residual fuel oil (Mb/d),1993,0
9312,Laos,        Refined petroleum products (Mb/d),1993,0
9313,Laos,            Distillate fuel oil (Mb/d),1993,0
9314,Laos,            Residual fuel oil (Mb/d),1993,0
9315,Latvia,        Refined petroleum products (Mb/d),1993,0
9316,Latvia,            Distillate fuel oil (Mb/d),1993,0
9317,Latvia,            Residual fuel oil (Mb/d),1993,0
9318,Lebanon,        Refined petroleum products (Mb/d),1993,0.7
9319,Lebanon,            Distillate fuel oil (Mb/d),1993,0.7
9320,Lebanon,            Residual fuel oil (Mb/d),1993,0
9321,Lesotho,        Refined petroleum products (Mb/d),1993,0
9322,Lesotho,            Distillate fuel oil (Mb/d),1993,0
9323,Lesotho,            Residual fuel oil (Mb/d),1993,0
9324,Liberia,        Refined petroleum products (Mb/d),1993,0.3
9325,Liberia,            Distillate fuel oil (Mb/d),1993,0.1
9326,Liberia,            Residual fuel oil (Mb/d),1993,0.2
9327,Libya,        Refined petroleum products (Mb/d),1993,5.6
9328,Libya,            Distillate fuel oil (Mb/d),1993,4.3
9329,Libya,            Residual fuel oil (Mb/d),1993,1.3
9330,Lithuania,        Refined petroleum products (Mb/d),1993,0
9331,Lithuania,            Distillate fuel oil (Mb/d),1993,0
9332,Lithuania,            Residual fuel oil (Mb/d),1993,0
9333,Luxembourg,        Refined petroleum products (Mb/d),1993,0
9334,Luxembourg,            Distillate fuel oil (Mb/d),1993,0
9335,Luxembourg,            Residual fuel oil (Mb/d),1993,0
9336,Macau,        Refined petroleum products (Mb/d),1993,0
9337,Macau,            Distillate fuel oil (Mb/d),1993,0
9338,Macau,            Residual fuel oil (Mb/d),1993,0
9339,Madagascar,        Refined petroleum products (Mb/d),1993,0.2
9340,Madagascar,            Distillate fuel oil (Mb/d),1993,0.08304
9341,Madagascar,            Residual fuel oil (Mb/d),1993,0.2
9342,Malawi,        Refined petroleum products (Mb/d),1993,0.3
9343,Malawi,            Distillate fuel oil (Mb/d),1993,0.3
9344,Malawi,            Residual fuel oil (Mb/d),1993,0
9345,Malaysia,        Refined petroleum products (Mb/d),1993,2.4
9346,Malaysia,            Distillate fuel oil (Mb/d),1993,1.3
9347,Malaysia,            Residual fuel oil (Mb/d),1993,1.1
9348,Maldives,        Refined petroleum products (Mb/d),1993,0
9349,Maldives,            Distillate fuel oil (Mb/d),1993,0
9350,Maldives,            Residual fuel oil (Mb/d),1993,0
9351,Mali,        Refined petroleum products (Mb/d),1993,0.3
9352,Mali,            Distillate fuel oil (Mb/d),1993,0.3
9353,Mali,            Residual fuel oil (Mb/d),1993,0
9354,Malta,        Refined petroleum products (Mb/d),1993,0.6
9355,Malta,            Distillate fuel oil (Mb/d),1993,0.4
9356,Malta,            Residual fuel oil (Mb/d),1993,0.2
9357,Martinique,        Refined petroleum products (Mb/d),1993,0.6
9358,Martinique,            Distillate fuel oil (Mb/d),1993,0.4
9359,Martinique,            Residual fuel oil (Mb/d),1993,0.2
9360,Mauritania,        Refined petroleum products (Mb/d),1993,0.5
9361,Mauritania,            Distillate fuel oil (Mb/d),1993,0.5
9362,Mauritania,            Residual fuel oil (Mb/d),1993,0
9363,Mauritius,        Refined petroleum products (Mb/d),1993,4.4
9364,Mauritius,            Distillate fuel oil (Mb/d),1993,4
9365,Mauritius,            Residual fuel oil (Mb/d),1993,0.5
9366,Mexico,        Refined petroleum products (Mb/d),1993,4.4
9367,Mexico,            Distillate fuel oil (Mb/d),1993,2.3
9368,Mexico,            Residual fuel oil (Mb/d),1993,2
9369,Micronesia,        Refined petroleum products (Mb/d),1993,
9370,Micronesia,            Distillate fuel oil (Mb/d),1993,
9371,Micronesia,            Residual fuel oil (Mb/d),1993,
9372,Moldova,        Refined petroleum products (Mb/d),1993,0
9373,Moldova,            Distillate fuel oil (Mb/d),1993,0
9374,Moldova,            Residual fuel oil (Mb/d),1993,0
9375,Mongolia,        Refined petroleum products (Mb/d),1993,0
9376,Mongolia,            Distillate fuel oil (Mb/d),1993,0
9377,Mongolia,            Residual fuel oil (Mb/d),1993,0
9378,Montenegro,        Refined petroleum products (Mb/d),1993,--
9379,Montenegro,            Distillate fuel oil (Mb/d),1993,
9380,Montenegro,            Residual fuel oil (Mb/d),1993,
9381,Montserrat,        Refined petroleum products (Mb/d),1993,0.02043
9382,Montserrat,            Distillate fuel oil (Mb/d),1993,0.02043
9383,Montserrat,            Residual fuel oil (Mb/d),1993,0
9384,Morocco,        Refined petroleum products (Mb/d),1993,1.6
9385,Morocco,            Distillate fuel oil (Mb/d),1993,1.6
9386,Morocco,            Residual fuel oil (Mb/d),1993,0
9387,Mozambique,        Refined petroleum products (Mb/d),1993,1.3
9388,Mozambique,            Distillate fuel oil (Mb/d),1993,1.3
9389,Mozambique,            Residual fuel oil (Mb/d),1993,0
9390,Namibia,        Refined petroleum products (Mb/d),1993,0
9391,Namibia,            Distillate fuel oil (Mb/d),1993,0
9392,Namibia,            Residual fuel oil (Mb/d),1993,0
9393,Nauru,        Refined petroleum products (Mb/d),1993,0.1
9394,Nauru,            Distillate fuel oil (Mb/d),1993,0.1
9395,Nauru,            Residual fuel oil (Mb/d),1993,0
9396,Nepal,        Refined petroleum products (Mb/d),1993,0
9397,Nepal,            Distillate fuel oil (Mb/d),1993,0
9398,Nepal,            Residual fuel oil (Mb/d),1993,0
9399,Netherlands,        Refined petroleum products (Mb/d),1993,218
9400,Netherlands,            Distillate fuel oil (Mb/d),1993,40
9401,Netherlands,            Residual fuel oil (Mb/d),1993,177
9402,Netherlands Antilles,        Refined petroleum products (Mb/d),1993,33
9403,Netherlands Antilles,            Distillate fuel oil (Mb/d),1993,5.4
9404,Netherlands Antilles,            Residual fuel oil (Mb/d),1993,27
9405,New Caledonia,        Refined petroleum products (Mb/d),1993,0.5
9406,New Caledonia,            Distillate fuel oil (Mb/d),1993,0.4
9407,New Caledonia,            Residual fuel oil (Mb/d),1993,0.09123
9408,New Zealand,        Refined petroleum products (Mb/d),1993,5.4
9409,New Zealand,            Distillate fuel oil (Mb/d),1993,2.1
9410,New Zealand,            Residual fuel oil (Mb/d),1993,3.4
9411,Nicaragua,        Refined petroleum products (Mb/d),1993,0
9412,Nicaragua,            Distillate fuel oil (Mb/d),1993,0
9413,Nicaragua,            Residual fuel oil (Mb/d),1993,0
9414,Niger,        Refined petroleum products (Mb/d),1993,0.3
9415,Niger,            Distillate fuel oil (Mb/d),1993,0.3
9416,Niger,            Residual fuel oil (Mb/d),1993,0
9417,Nigeria,        Refined petroleum products (Mb/d),1993,15
9418,Nigeria,            Distillate fuel oil (Mb/d),1993,9.8
9419,Nigeria,            Residual fuel oil (Mb/d),1993,5.7
9420,Niue,        Refined petroleum products (Mb/d),1993,0
9421,Niue,            Distillate fuel oil (Mb/d),1993,0
9422,Niue,            Residual fuel oil (Mb/d),1993,0
9423,North Korea,        Refined petroleum products (Mb/d),1993,0
9424,North Korea,            Distillate fuel oil (Mb/d),1993,0
9425,North Korea,            Residual fuel oil (Mb/d),1993,0
9426,North Macedonia,        Refined petroleum products (Mb/d),1993,0
9427,North Macedonia,            Distillate fuel oil (Mb/d),1993,0
9428,North Macedonia,            Residual fuel oil (Mb/d),1993,0
9429,Northern Mariana Islands,        Refined petroleum products (Mb/d),1993,
9430,Northern Mariana Islands,            Distillate fuel oil (Mb/d),1993,
9431,Northern Mariana Islands,            Residual fuel oil (Mb/d),1993,
9432,Norway,        Refined petroleum products (Mb/d),1993,9.5
9433,Norway,            Distillate fuel oil (Mb/d),1993,4.4
9434,Norway,            Residual fuel oil (Mb/d),1993,5.1
9435,Oman,        Refined petroleum products (Mb/d),1993,6.3
9436,Oman,            Distillate fuel oil (Mb/d),1993,4.1
9437,Oman,            Residual fuel oil (Mb/d),1993,2.2
9438,Pakistan,        Refined petroleum products (Mb/d),1993,3.7
9439,Pakistan,            Distillate fuel oil (Mb/d),1993,3.4
9440,Pakistan,            Residual fuel oil (Mb/d),1993,0.3
9441,Palestinian Territories,        Refined petroleum products (Mb/d),1993,--
9442,Palestinian Territories,            Distillate fuel oil (Mb/d),1993,--
9443,Palestinian Territories,            Residual fuel oil (Mb/d),1993,--
9444,Panama,        Refined petroleum products (Mb/d),1993,18
9445,Panama,            Distillate fuel oil (Mb/d),1993,5.1
9446,Panama,            Residual fuel oil (Mb/d),1993,13
9447,Papua New Guinea,        Refined petroleum products (Mb/d),1993,0.6
9448,Papua New Guinea,            Distillate fuel oil (Mb/d),1993,0.6
9449,Papua New Guinea,            Residual fuel oil (Mb/d),1993,0
9450,Paraguay,        Refined petroleum products (Mb/d),1993,0.04876
9451,Paraguay,            Distillate fuel oil (Mb/d),1993,0.04876
9452,Paraguay,            Residual fuel oil (Mb/d),1993,0
9453,Peru,        Refined petroleum products (Mb/d),1993,0
9454,Peru,            Distillate fuel oil (Mb/d),1993,0
9455,Peru,            Residual fuel oil (Mb/d),1993,0
9456,Philippines,        Refined petroleum products (Mb/d),1993,3.1
9457,Philippines,            Distillate fuel oil (Mb/d),1993,3.1
9458,Philippines,            Residual fuel oil (Mb/d),1993,0.04963
9459,Poland,        Refined petroleum products (Mb/d),1993,2
9460,Poland,            Distillate fuel oil (Mb/d),1993,1.2
9461,Poland,            Residual fuel oil (Mb/d),1993,0.7
9462,Portugal,        Refined petroleum products (Mb/d),1993,5.9
9463,Portugal,            Distillate fuel oil (Mb/d),1993,1.5
9464,Portugal,            Residual fuel oil (Mb/d),1993,4.4
9465,Puerto Rico,        Refined petroleum products (Mb/d),1993,2.6
9466,Puerto Rico,            Distillate fuel oil (Mb/d),1993,0.8
9467,Puerto Rico,            Residual fuel oil (Mb/d),1993,1.8
9468,Qatar,        Refined petroleum products (Mb/d),1993,1.5
