API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Falkland Islands,        Refined petroleum products (Mb/d),,,,,,,0.01824,0.01824,0.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Falkland Islands,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Falkland Islands,            Residual fuel oil (Mb/d),,,,,,,0.01824,0.01824,0.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434520547945205,0.0651780822,0.0651780822,0.0651780821917808,0.00217260273972603,0.0651780821917808,0.0651780821917808,0.4,0.416767123287671,
Faroe Islands,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434520547945205,0,0,,,,,,,
Faroe Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.273698630136986,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,        Refined petroleum products (Mb/d),,,,,,,0.2,2.1,2,2.5,2.5,2.2,0.6,1.2,1.1,1.1,1.1,1.1,1,0.5,0.8,0.8,0.6,1.4,1.7,1.4,1.3,7.2,6,3.7,3.7,3.7,3.7,3.5,3.45443835616438,
Fiji,            Distillate fuel oil (Mb/d),,,,,,,0.2,2.1,2,2.4,2.4,2,0.4,1,1,1,0.9,1,0.8,0.4,0.8,0.8,0.6,1.4,1.6,1.4,1.3,1.3,1.1,,,,,,,
Fiji,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,,0.0182465753424658,0.0182465753424658,0.0182465753424658,0.0182465753424658,0.0182465753424658,0.0182465753424658,0.05473972602,0.1,0.0866712328767123,0.0912328767123288,0.0866712328767123,0.0866712328767123,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,        Refined petroleum products (Mb/d),16,14,12,13,15,8.6,9.5,8.7,8.6,9.8,11,10,13,9.9,7.8,0,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Finland,            Distillate fuel oil (Mb/d),,,,,2,1.4,1.6,1.8,1.9,2.2,2.5,2.3,2.7,2.9,3,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Finland,            Residual fuel oil (Mb/d),8,9,10,11,13,7.2,7.9,6.9,6.7,7.6,8.1,7.7,10,7,4.8,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Czechoslovakia,        Refined petroleum products (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former Czechoslovakia,            Distillate fuel oil (Mb/d),,,,,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former Czechoslovakia,            Residual fuel oil (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Serbia and Montenegro,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,1.2,1.2,2.1,2.1,0,0,0,1.3,1.3,--,--,--,--,--,--,--,--,--,--,
Former Serbia and Montenegro,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,1.2,1.2,2.1,2.1,0,0,0,1.3,1.3,--,--,--,--,--,--,--,--,--,--,
Former Serbia and Montenegro,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former U.S.S.R.,        Refined petroleum products (Mb/d),,,,,,,80,82,91,89,78,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former U.S.S.R.,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former U.S.S.R.,            Residual fuel oil (Mb/d),,,,,,,80,82,91,89,78,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Yugoslavia,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former Yugoslavia,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Former Yugoslavia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,        Refined petroleum products (Mb/d),61,60,57,45,42,43,42,41,44,47,54,53,47,46,38,45,50,53,48,54,56,47,46,52,58,54,53,54,47,47,45,49,46,39,33.692602739726,
France,            Distillate fuel oil (Mb/d),,,,,6.6,6.5,8.2,6.4,6.7,7.8,8.5,8,8.2,7.8,5.6,6,7.4,9.5,8.6,9.5,11,9.1,7.9,9.9,9.3,9.3,5.2,4.6,4.6,,,,,,,
France,            Residual fuel oil (Mb/d),37,38,48,39,35,36,33,34,37,40,45,45,39,38,32,38,43,43,39,45,45,38,38,42,48,45,47,49,42,43,41,45,42,37,31.5608219178082,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,        Refined petroleum products (Mb/d),,,,,,,0,0,0.02431,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0828169398907104,0.2,0.4,0.5,0.4,0.8,0.9,0.8,0.8,0.9,0.869041095890411,
French Guiana,            Distillate fuel oil (Mb/d),,,,,,,0,0,0.02431,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0828169398907104,0.2,0.4,0,0,,,,,,,
French Guiana,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,        Refined petroleum products (Mb/d),,,,,,,0.03649,0.6,1.7,1.5,1.5,1.5,0.6,1.5,0.8,0.9,0.9,0.9,0.9,0.9,0.7,0.7,0.9,0.9,1,1,1.1,1.1,1.2,1,1,1,1,1.1,1.11731506849315,
French Polynesia,            Distillate fuel oil (Mb/d),,,,,,,0,0.5,1.7,1.5,1.5,1.5,0.6,1.5,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.8,0.8,1,1,1.1,0.9,1,,,,,,,
French Polynesia,            Residual fuel oil (Mb/d),,,,,,,0.03649,0.1,0.05459,0.03649,0.03649,0.03649,0.03639,0.03649,0.03649,0.03649,0.03639,0.03649,0.03649,0.0364931506849315,0.0363934426229508,0.0364931506849315,0.0547397260273973,0.0547397260273973,0.0545901639344262,0.0547397260273973,0.072986301369863,0.07298630136,0.0669649314978,0.0447041095890411,0.0364931506849315,0.0447041095890411,0.0447041095890411,0.0364931506849315,0.0364931506849315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,        Refined petroleum products (Mb/d),,,,,,,2.2,1.8,1.9,1.9,1.9,2.8,1.9,1.2,1.3,2.7,2.9,2.8,6.3,6.3,1.3,0,3.7,4,4.1,3.6,4.3,4.1,5.1,4.4,5.5,5.1,5.4,5.3,4.94098630136987,
Gabon,            Distillate fuel oil (Mb/d),,,,,,,0.6,1.1,1.1,1.1,1.1,1.9,1.1,1.2,1.3,1.9,2.1,1.8,1.9,1.9,0,0,1.2,2.2,2.2,1.6,2.3,1,1.2,,,,,,,
Gabon,            Residual fuel oil (Mb/d),,,,,,,1.6,0.8,0.8,0.9,0.8,0.9,0.8,0,0,0.8,0.8,1,4.4,4.4,1.3,0,2.4,1.8,1.9,2,2,2,2.4,2.4,2.2,2.2,2.1,2,1.98887671232877,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gambia, The",            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Gambia, The",            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.8,1,0.9,0.9,0.9,0.8,0.8,1.8,1.73808219178082,
Georgia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.8,0,0,,,,,,,
Georgia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,38,34,42,39,39,39,41,38,39,41,42,45,49,49,46,48,57,55,51,52,51,47,43,42.9893150684931,
Germany,            Distillate fuel oil (Mb/d),,,,,--,--,--,--,--,--,--,9.9,10,11,11,11,14,14,11,11,11,10,11,11,9.2,9,11,12,9.8,,,,,,,
Germany,            Residual fuel oil (Mb/d),,,,,--,--,--,--,--,--,--,28,23,30,28,28,25,27,27,28,30,32,34,38,40,37,37,45,45,41,41,41,38,34,32.9745205479452,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Germany, East",        Refined petroleum products (Mb/d),0,0,0,0,12,11,9.1,11,11,11,5.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"Germany, East",            Distillate fuel oil (Mb/d),,,,,5.1,3.8,3.7,3.8,4.4,4.1,0.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"Germany, East",            Residual fuel oil (Mb/d),0,0,0,0,6.4,6.8,5.4,6.9,7,7.2,4.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Germany, West",        Refined petroleum products (Mb/d),80,58,52,48,43,55,75,55,43,37,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"Germany, West",            Distillate fuel oil (Mb/d),,,,,12,15,15,12,9,8.9,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
"Germany, West",            Residual fuel oil (Mb/d),44,47,40,37,31,40,60,43,34,28,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,        Refined petroleum products (Mb/d),,,,,,,0.9,1,0.9,0.8,0.9,0.9,0.8,0.5,0.5,1.1,1.1,0.5,1.2,1.1,0,0,0,2,2.4,2,3.4,2.5,3.9,4.3,4.4,5.6,6.5,6.3,2.67183561643836,
Ghana,            Distillate fuel oil (Mb/d),,,,,,,0.9,1,0.9,0.8,0.9,0.9,0.8,0.5,0.5,1.1,1.1,0.5,1.2,1.1,0,0,0,2,2.4,2,3.4,0.9,1.2,,,,,,,
Ghana,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,        Refined petroleum products (Mb/d),,,,,,,7,6.7,8.6,8.2,8.4,8.6,16,16,16,16,16,16,18,16,40,19,20,21,21,22,23,23,24,24,47,50,51,73,54.2655616438356,
Gibraltar,            Distillate fuel oil (Mb/d),,,,,,,0.9,1,1.3,1.3,1.3,1.4,2.2,2.3,2.1,2.2,2.2,2.1,2.3,2.2,4,2.6,2.6,2.8,2.9,2.8,3,3,3.1,,,,,,,
Gibraltar,            Residual fuel oil (Mb/d),,,,,,,6.1,5.7,7.3,6.9,7,7.2,14,14,14,14,14,14,16,14,35,17,17,18,19,19,20,20,21,21,41,43,44,64,47.5323287671233,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,        Refined petroleum products (Mb/d),30,36,16,16,15,21,32,34,39,36,48,43,48,59,62,67,59,59,66,58,67,65,59,60,60,53,58,58,57,40,49,48,42,38,35.0593424657534,
Greece,            Distillate fuel oil (Mb/d),,,,,5.1,7.4,8.1,8.2,8.9,8.1,11,11,15,16,17,21,17,17,16,15,16,13,12,11,11,8.4,8.7,8.5,7.4,,,,,,,
Greece,            Residual fuel oil (Mb/d),12,14,11,10,10,14,24,26,30,28,37,32,33,43,45,47,42,43,49,43,51,52,46,49,50,45,49,49,50,33,42,42,37,33,29.2282191780822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.5,0.3,1.8,1.8,1.8,0.8,0.81386301369863,
Greenland,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,,,,,,,
Greenland,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.200712328767123,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,        Refined petroleum products (Mb/d),,,,,,,0.01824,0.02438,0.02431,0.02438,0.02438,0.02438,0,0.04876,0.04876,0.04876,0.04863,0.04876,0.04876,0.0487671232876712,0.0486338797814208,0.0487671232876712,0.0487671232876712,0.0731506849315069,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0869041095890411,0.0869041095890411,
Grenada,            Distillate fuel oil (Mb/d),,,,,,,0,0.02438,0.02431,0.02438,0.02438,0.02438,0,0.04876,0.04876,0.04876,0.04863,0.04876,0.04876,0.0487671232876712,0.0486338797814208,0.0487671232876712,0.0487671232876712,0.0731506849315069,0.2,0.2,0.2,0,0,,,,,,,
Grenada,            Residual fuel oil (Mb/d),,,,,,,0.01824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,        Refined petroleum products (Mb/d),,,,,,,0.09753,0.09753,0.09726,0.09753,2,2.1,1.7,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.9,2.2,2,2.3,2.4,2.4,3,3,3,3,2.8,2.80265753424657,
Guadeloupe,            Distillate fuel oil (Mb/d),,,,,,,0.09753,0.09753,0.09726,0.09753,2,2.1,1.7,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.9,2.2,2,2.3,0,0,,,,,,,
Guadeloupe,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,        Refined petroleum products (Mb/d),,,,,,,1,0.5,0.5,1.4,2.1,2.1,2,2.1,2.1,2.1,2,2,2,2,2,2,2.1,2.1,2.1,2.1,2.1,2.1,0,0,0,0,0,0,0,
Guam,            Distillate fuel oil (Mb/d),,,,,,,1,0.5,0.5,1.4,1.4,1.4,1.2,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,0,,,,,,,
Guam,            Residual fuel oil (Mb/d),,,,,,,0.00821,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,        Refined petroleum products (Mb/d),,,,,,,2.4,2.7,2.5,2.8,2.9,3,2.4,2.5,2.5,2.5,0,2.5,2.5,2.5,2.4,2.5,2.5,2.5,3.4,2.5,3.3,3,3,3,7.1,7.2,7,7.3,7.07964383561644,
Guatemala,            Distillate fuel oil (Mb/d),,,,,,,2.4,2.7,2.5,2.8,2.9,3,2.4,2.5,2.5,2.5,0,2.5,2.5,2.5,2.4,2.5,2.5,2.5,3.4,2.5,3.3,2.5,2.5,,,,,,,
Guatemala,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,        Refined petroleum products (Mb/d),,,,,,,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.3,0.6,0.6,0.6,0.6,0.6,0.5,0.543150684931507,
Guinea,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0,0,,,,,,,
Guinea,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,        Refined petroleum products (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238986301369863,
Guinea-Bissau,            Distillate fuel oil (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0,0,,,,,,,
Guinea-Bissau,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,        Refined petroleum products (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.05459,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.217260273972603,
Guyana,            Distillate fuel oil (Mb/d),,,,,,,0.0869,0.0869,0.08666,0.0869,0.0869,0.0869,0,0.2,0.2,0,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,,,,,,,
Guyana,            Residual fuel oil (Mb/d),,,,,,,0.05473,0.05473,0.05459,0.05473,0.05473,0.05473,0.05459,0.05473,0.05473,0,0.03639,0.03649,0.03649,0.0364931506849315,0.0363934426229508,0.0364931506849315,0.0364931506849315,0.0364931506849315,0.0363934426229508,0.0547397260273973,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,        Refined petroleum products (Mb/d),,,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.1,0.2,0.2,0.3,0.3,0.3,0,0,0,0,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.4,1.9,1.93361643835616,
Haiti,            Distillate fuel oil (Mb/d),,,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.1,0.2,0.2,0.3,0.3,0.3,0,0,0,0,0.5,0.5,0.5,0,0,,,,,,,
Haiti,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,        Refined petroleum products (Mb/d),,,,,,,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Hawaiian Trade Zone,            Distillate fuel oil (Mb/d),,,,,,,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Hawaiian Trade Zone,            Residual fuel oil (Mb/d),,,,,,,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.5,1,1.1,1,0.5,1,0.9,1.45564383561644,
Honduras,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0,0,,,,,,,
Honduras,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182465753424658,0.0182465753424658,0.0182465753424658,0.0182465753424658,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,        Refined petroleum products (Mb/d),,,,,,,45,44,53,57,53,51,27,83,84,102,103,104,113,113,65,71,123,170,214,160,219,257,210,295,345,295,276,284,268.261671232877,
Hong Kong,            Distillate fuel oil (Mb/d),,,,,,,31,26,38,40,32,38,7.5,59,60,72,72,74,84,84,27,23,75,115,132,84,126,43,25,,,,,,,
Hong Kong,            Residual fuel oil (Mb/d),,,,,,,14,18,15,17,21,13,20,23,24,30,31,30,29,29,37,49,49,55,82,76,93,115,105,121,167,121,130,138,114.77095890411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,        Refined petroleum products (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hungary,            Distillate fuel oil (Mb/d),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Hungary,            Residual fuel oil (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,        Refined petroleum products (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Iceland,            Distillate fuel oil (Mb/d),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Iceland,            Residual fuel oil (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,        Refined petroleum products (Mb/d),,,,,,,15,18,22,19,18,18,4.7,17,16,16,14,24,33,33,26,11,17,15,14,18,57,100,95,35,27,17,103,108,109.61098630137,
