API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Portugal,            Residual fuel oil (Mb/d),0,4,2,3,2.5,2.2,3.4,3.3,2.9,4.2,4.9,4.6,5.1,4.4,4.4,4.1,4.2,4.6,4.9,6.4,7.3,4.9,5.4,6.8,8.2,6.6,7.5,8.2,8.8,8,7.4,9.3,11,10,7.05082191780822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,        Refined petroleum products (Mb/d),,,,,,,0.9,1.1,2.6,2,3.5,3.5,2.8,2.6,2.8,2.8,3.3,3,3,3,3,3,2.8,2.8,2.8,2.8,2.8,2.8,0,0,0,0,0,0,0,
Puerto Rico,            Distillate fuel oil (Mb/d),,,,,,,0.5,0.5,0.9,1.1,1.6,1.6,1,0.8,1,1,1.2,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0,,,,,,,
Puerto Rico,            Residual fuel oil (Mb/d),,,,,,,0.4,0.6,1.7,0.9,1.8,1.8,1.8,1.8,1.8,1.8,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,        Refined petroleum products (Mb/d),,,,,,,19,1.4,2.7,5.9,6.4,0,0,1.5,2.2,2,2.2,2.6,3.9,3.9,0,0,0,0,0,0,13,16,19,22,26,32,39,43,27.2444383561644,
Qatar,            Distillate fuel oil (Mb/d),,,,,,,7.2,1.4,0,2.1,1.7,0,0,1.5,2.2,2,2.2,2.6,3.9,3.9,0,0,0,0,0,0,13,0,0,,,,,,,
Qatar,            Residual fuel oil (Mb/d),,,,,,,11,0,2.7,3.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.3,0.02038,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,1.5,1.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7,1.5,1.50923287671233,
Reunion,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.3,0.02038,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,,,,,,,
Reunion,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.6,4.3,4.3,2,0,2.4,2,2.9,1.9,2.9,3,3.9,3.1,3.4,2.9,2.8,3.9,5.48186301369863,
Romania,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.6,2.9,2.9,0.7,0,2.4,2,2.9,1.9,2.9,0.4,0.4,0.1,,,,,,
Romania,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,1.4,0,0,0,0,0,0,0.3,0.9,0.2,0.072986301369863,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,277,237,230,230,230,295,295,295,295,313,325,512,518,472,115,116,124,124,162,194,176,227,413.27597260274,
Russia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,65,65,65,65,69,70,262,268,231,115,0,0,,,,,,,
Russia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,277,237,230,230,230,230,230,230,230,244,255,250,250,241,0,0,0,0,12,35,9.5,70,118.037095890411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.412794520547945,
Rwanda,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0,0,,,,,,,
Rwanda,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,        Refined petroleum products (Mb/d),,,,,,,0,0.02172,0.02166,0.02172,0.02172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Saint Helena,            Distillate fuel oil (Mb/d),,,,,,,0,0.02172,0.02166,0.02172,0.02172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Saint Helena,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Saint Kitts and Nevis,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Saint Kitts and Nevis,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,        Refined petroleum products (Mb/d),,,,,,,0,0.02438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.109479452054795,
Saint Lucia,            Distillate fuel oil (Mb/d),,,,,,,0,0.02438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Saint Lucia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.109479452054795,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,        Refined petroleum products (Mb/d),,,,,,,0.5,0.6,0.6,1.1,1.1,0.9,0.9,0.3,0.4,0.08175,0.08153,0.08175,0.08175,0.0817534246575342,0.0815300546448087,0.0817534246575342,0.0817534246575342,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.122630136986301,
Saint Pierre and Miquelon,            Distillate fuel oil (Mb/d),,,,,,,0.5,0.6,0.6,1.1,1.1,0.9,0.9,0.3,0.4,0.08175,0.08153,0.08175,0.08175,0.0817534246575342,0.0815300546448087,0.0817534246575342,0.0817534246575342,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,
Saint Pierre and Miquelon,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent/Grenadines,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Saint Vincent/Grenadines,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Saint Vincent/Grenadines,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Samoa,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Samoa,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.217260273972603,
Sao Tome and Principe,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Sao Tome and Principe,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,        Refined petroleum products (Mb/d),,,,,,,73,65,104,170,76,220,174,200,196,232,252,252,164,164,39,39,89,90,100,95,86,90,93,89,105,109,99,103,108.666465753425,
Saudi Arabia,            Distillate fuel oil (Mb/d),,,,,,,52,40,74,95,21,125,79,106,105,139,152,152,128,128,0,0,50,50,59,53,37,0,0,,,,,,,
Saudi Arabia,            Residual fuel oil (Mb/d),,,,,,,21,25,30,75,55,95,95,95,91,93,100,100,35,35,39,39,39,41,41,42,49,51,52,47,61,63,52,62,58.8269589041096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,        Refined petroleum products (Mb/d),,,,,,,2.7,5.1,4.8,0.5,4.7,4.8,2.5,3.5,4.9,5.1,5.1,5.2,5.2,5.3,1.5,1.6,1.5,4.3,6.8,6.1,6.9,8.4,6.9,5.6,5.8,5.8,5.7,6.8,6.86219178082192,
Senegal,            Distillate fuel oil (Mb/d),,,,,,,1.3,3.7,3.5,0.2,3.4,3.6,1.3,2.3,3.7,3.7,3.6,3.7,3.7,3.9,1.5,1.6,1.5,4.3,6.8,6.1,6.9,1.6,0,,,,,,,
Senegal,            Residual fuel oil (Mb/d),,,,,,,1.5,1.4,1.3,0.3,1.3,1.2,1.2,1.2,1.2,1.4,1.4,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1,1,0,0.9,1,0.9,1.1,1.76487671232877,
Serbia,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,,,,,,,
Serbia,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,        Refined petroleum products (Mb/d),,,,,,,1.3,1.4,2.1,0.00171,1.9,2.3,1.6,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.3,2.4,2.1,2.1,2.7,2.2,2.4,2.6,2.1,2.1,2.1,1.7,1.72109589041096,
Seychelles,            Distillate fuel oil (Mb/d),,,,,,,1.3,1.3,2,0.00171,1.9,2.3,1.5,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.3,2.4,2.1,2.1,2.7,1.6,1.6,,,,,,,
Seychelles,            Residual fuel oil (Mb/d),,,,,,,0.09123,0.1,0.01819,0,0.01824,0,0.01819,0.01824,0.01824,0.01824,0.01819,0.01824,0.01824,0.0182465753424658,0.0181967213114754,0.0182465753424658,0.0182465753424658,0.0182465753424658,0.0181967213114754,0.0182465753424658,0.0364931506849315,0.03649315068,0.04016983561101,0.0647023561643836,0.0426422465753425,0.0426422465753425,0.0426422465753425,0.072986301369863,0.072986301369863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,        Refined petroleum products (Mb/d),,,,,,,1.9,1.7,1.8,1.8,1.9,1.9,1.5,1.7,1.7,2,2,2.1,2.1,2.1,2.1,2.1,2.1,2.2,3,2.5,2.3,2.4,2.4,0.4,0.4,0.4,0.4,0.2,0.173808219178082,
Sierra Leone,            Distillate fuel oil (Mb/d),,,,,,,1.6,1.4,1.5,1.5,1.6,1.5,1.1,1.4,1.4,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.9,2.6,2.1,2,1.3,1.4,,,,,,,
Sierra Leone,            Residual fuel oil (Mb/d),,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,        Refined petroleum products (Mb/d),,,,,,,148,158,195,200,209,207,178,191,201,212,219,285,343,351,334,378,371,409,458,485,587,655,692,771,866,917,921,924,923.976767123287,
Singapore,            Distillate fuel oil (Mb/d),,,,,,,38,47,48,49,45,43,33,36,37,38,39,42,87,77,77,51,40,57,57,48,105,31,32,,,,,,,
Singapore,            Residual fuel oil (Mb/d),,,,,,,111,111,147,151,164,165,146,155,164,173,180,243,256,273,257,326,331,352,401,437,482,548,540,635,716,759,752,754,750.007232876712,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovakia,            Distillate fuel oil (Mb/d),,,,,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Slovakia,            Residual fuel oil (Mb/d),,,,,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.9,1.1,0.5,0.4,0.6,0.9,1.1,1.02493150684932,
Slovenia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0.5,0.4,0.4,0.5,0,0,,,,,,,
Slovenia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.9,1.1,0.5,0.4,0.6,0.9,1.1,1.02493150684932,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,        Refined petroleum products (Mb/d),,,,,,,0.0869,0.0869,0.04333,0.04345,0.04345,0.04345,0.04076,0.04345,0.04345,0.04345,0.04333,0.04345,0.04345,0.0434520547945205,0.0433333333333333,0.0434520547945205,0.0434520547945205,0.0434520547945205,0.0676502732240437,0.0678356164383562,0.0678356164383562,0.1,0.09089041096,0.0945791780821918,0.0987290410958904,0.0987290410958904,0.0987290410958904,0.1,0.129068493150685,
Solomon Islands,            Distillate fuel oil (Mb/d),,,,,,,0.0869,0.0869,0.04333,0.04345,0.04345,0.04345,0.04076,0.04345,0.04345,0.04345,0.04333,0.04345,0.04345,0.0434520547945205,0.0433333333333333,0.0434520547945205,0.0434520547945205,0.0434520547945205,0.0676502732240437,0.0678356164383562,0.0678356164383562,0,0,,,,,,,
Solomon Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,        Refined petroleum products (Mb/d),,,,,,,1.8,0.8,0.9,0.9,0.8,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,1.5,1.7,1.4,1.3,1.4,1.4,1.4,1.4,1.39715068493151,
Somalia,            Distillate fuel oil (Mb/d),,,,,,,1.8,0.8,0.9,0.9,0.8,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,1.3,0.2,0.2,,,,,,,
Somalia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.218958904109589,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,        Refined petroleum products (Mb/d),,,,,,,59,60,61,61,61,61,38,47,49,58,56,44,51,59,49,58,55,69,58,59,65,65,70,69,76,77,86,83,69.1241095890411,
South Africa,            Distillate fuel oil (Mb/d),,,,,,,16,19,19,19,19,19,8,7.9,9,9.2,7.3,7.3,4,6.9,5.9,12,9.5,25,20,18,22,5,4.8,,,,,,,
South Africa,            Residual fuel oil (Mb/d),,,,,,,43,42,42,42,42,42,30,39,40,48,49,37,47,52,43,47,45,44,38,42,42,42,46,44,30,29,37,34,19.706301369863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,        Refined petroleum products (Mb/d),3,6,4,5,9.6,12,21,29,29,35,30,45,58,72,78,87,99,111,115,125,116,113,108,121,132,188,189,175,169,153,162,160,158,145,152.268712328767,
South Korea,            Distillate fuel oil (Mb/d),,,,,3.5,4.2,6,7.7,5.1,5.8,5.4,7.7,11,12,13,17,19,21,24,24,17,17,16,18,18,21,21,20,20,,,,,,,
South Korea,            Residual fuel oil (Mb/d),1,1,3,3,6.1,8.3,15,21,24,29,25,37,48,60,65,70,80,90,92,101,98,97,92,103,115,167,168,154,149,135,143,143,142,130,135.754520547945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,0.8,0.80386301369863,
South Sudan,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
South Sudan,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,        Refined petroleum products (Mb/d),17,21,33,40,42,52,55,63,69,59,71,73,75,64,63,60,87,108,113,110,112,125,127,130,133,147,153,157,163,162,156,159,148,134,145.143342465754,
Spain,            Distillate fuel oil (Mb/d),,,,,13,19,20,26,30,21,25,24,27,15,14,16,24,32,24,24,20,21,20,19,19,20,22,23,30,,,,,,,
Spain,            Residual fuel oil (Mb/d),3,5,20,24,29,32,36,37,39,38,46,49,48,49,49,44,63,76,89,86,91,104,108,110,114,126,132,134,133,133,126,132,125,109,119.174794520548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,        Refined petroleum products (Mb/d),,,,,,,9.2,9.5,8.5,6.9,6.6,6.6,5.3,7.8,7.8,8,9.2,7.3,6.7,6.7,3,2.9,3.4,4.3,5,5.1,5.2,4.8,5.8,5.9,6.2,10,14,14,17.9164383561644,
Sri Lanka,            Distillate fuel oil (Mb/d),,,,,,,2.7,2.5,2.4,2,2.3,1.8,1,2.6,2.5,2.8,3.2,3.3,3.2,3.2,0.8,1,1.2,2.8,3.5,2.8,3.4,0.8,1.2,,,,,,,
Sri Lanka,            Residual fuel oil (Mb/d),,,,,,,6.5,7,6.1,4.9,4.4,4.9,4.3,5.2,5.3,5.2,5.9,4,3.5,3.5,2.2,1.9,2.2,1.4,1.5,2.3,1.8,1.8,2.6,2.6,2.7,2.2,4,4.8,6.16734246575342,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,        Refined petroleum products (Mb/d),,,,,,,0.1,0.6,0.5,0.7,0.8,0.8,0.7,0.9,0.1,1,1,1,1,1,0.2,0.2,0.2,2.9,3.2,1.4,4.9,4.5,7.2,7.9,6.2,7.1,5.1,5.1,5.27539726027397,
Sudan,            Distillate fuel oil (Mb/d),,,,,,,0.1,0.07766,0.06726,0.7,0.8,0.8,0.1,0.9,0.04349,1,1,1,1,1,0.2,0.2,0.2,2.9,3.2,1.4,4.9,0.2,0.2,,,,,,,
Sudan,            Residual fuel oil (Mb/d),,,,,,,0,0.5,0.5,0,0,0,0.5,0,0.06357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,        Refined petroleum products (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,5.7,5.7,5.7,5.7,1.5,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,1.02112328767123,
Suriname,            Distillate fuel oil (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,5.7,5.7,5.7,5.7,0.5,0.4,0.4,0,0,0,0,0,0,,,,,,,
Suriname,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,        Refined petroleum products (Mb/d),16,19,9,11,9.6,10,12,16,12,13,12,15,17,17,20,19,20,24,29,28,25,26,23,30,34,35,38,39,37,39,36,31,31,30,31.9553424657534,
Sweden,            Distillate fuel oil (Mb/d),,,,,2.1,2.3,2.8,3.4,3.2,3.9,3,3,3.6,3.5,4,4,4,5,5.7,4.4,3.4,3.2,3.1,3.5,2.9,3.1,2.9,3,2.1,,,,,,,
Sweden,            Residual fuel oil (Mb/d),13,9,7,8,7.5,8.1,9.1,12,9.2,9,9.3,12,13,13,16,15,16,20,23,24,22,23,20,26,32,32,35,36,35,37,32,27,26,25,25.5172602739726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,        Refined petroleum products (Mb/d),15,14,0,0,0,0,0,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0613150684931507,
Switzerland,            Distillate fuel oil (Mb/d),,,,,0,0,0,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,
Switzerland,            Residual fuel oil (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,        Refined petroleum products (Mb/d),,,,,,,6.4,6.9,7,10,10,6.8,5.7,4.1,4.3,2.2,2.1,2.3,2.3,2.3,2.3,0,0,2.1,2.5,2.1,2.2,1.3,3.5,23,23,19,10,9.6,5.20898630136987,
Syria,            Distillate fuel oil (Mb/d),,,,,,,6.4,6.9,7,10,10,6.8,5.7,4.1,4.3,2.2,2.1,2.3,2.3,2.3,2.3,0,0,2.1,2.5,2.1,2.2,0,0,,,,,,,
Syria,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.4,0.7,0.7,0.364931506849315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,        Refined petroleum products (Mb/d),,,,,,,18,15,31,30,30,28,28,28,39,45,44,52,57,72,65,47,84,56,45,46,44,85,73,35,80,72,66,70,73.033514258637,
Taiwan,            Distillate fuel oil (Mb/d),,,,,,,9,6,11,2.4,2.4,2.4,2.6,1.6,2.5,2.7,5.6,4.2,4.6,5.2,5.4,6.9,41,3.6,4,5.3,3.8,3.7,3.3,3.8,,,,,,
